"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[3.52];  (Сплит система) Теплопроизводительность: N[3.66];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.095];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.014];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[845 x 209 x 289];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[10.5];  (Внутренний блок) Уровень шума мин. / макс.: S[27];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[848 x 320 x 596];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[34];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[8.85];  (Сплит система) Теплопроизводительность: N[9.46];  (Сплит система) Площадь помещения: N[45];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[2.03];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[2];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1075 x 246 x 333];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[33];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[958 x 402 x 324];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[59];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[2.25];  (Сплит система) Теплопроизводительность: N[2.3];  (Сплит система) Площадь помещения: N[20];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.7];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.637];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[704 x 185 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[24];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[710 x 293 x 450];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[49];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3.6];  (Сплит система) Теплопроизводительность: N[4];  (Сплит система) Площадь помещения: N[30];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.991];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.916];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[770 x 190 x 251];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[26];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[732 x 330 x 550];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[2.85];  (Сплит система) Теплопроизводительность: N[2.9];  (Сплит система) Площадь помещения: N[20];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.59];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.59];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[696 x 190 x 251];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[22];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[710 x 293 x 450];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[3.25];  (Сплит система) Теплопроизводительность: N[3.4];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.009];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.942];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[779 x 185 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[28];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[732 x 330 x 555];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[6.15];  (Сплит система) Теплопроизводительность: N[6.7];  (Сплит система) Площадь помещения: N[60];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.917];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.856];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[982 x 221 x 311];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[33];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[948 x 428 x 591];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[56];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3.25];  (Сплит система) Теплопроизводительность: N[3.5];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.72];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.75];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[696 x 190 x 251];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[22];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[732 x 330 x 550];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[2.25];  (Сплит система) Теплопроизводительность: N[2.3];  (Сплит система) Площадь помещения: N[20];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.7];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.637];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[704 x 185 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[24];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[761 x 327 x 500];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[49];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[2.55];  (Сплит система) Теплопроизводительность: N[2.65];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.794];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.734];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[704 x 185 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[789 x 390 x 600];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[49];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[3.25];  (Сплит система) Теплопроизводительность: N[3.4];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.009];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.942];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[779 x 185 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[28];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[789 x 390 x 600];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[4.95];  (Сплит система) Теплопроизводительность: N[5.16];  (Сплит система) Площадь помещения: N[40];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.477];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.428];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[825 x 196 x 293];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[32];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[802 x 350 x 555];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[4.95];  (Сплит система) Теплопроизводительность: N[5.16];  (Сплит система) Площадь помещения: N[40];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.477];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.428];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[825 x 196000 x 293];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[32];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[948 x 428 x 591];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[3.8];  (Сплит система) Теплопроизводительность: N[4.25];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.695];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.7];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[825 x 196 x 293];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[732 x 330 x 341];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[6.89];  (Сплит система) Теплопроизводительность: N[7.03];  (Сплит система) Площадь помещения: N[45];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.827];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.912];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[972 x 225 x 300];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[34];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[873 x 376 x 555];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[59];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Нет];  (Сплит система) Холодопроизводительность: N[2.55];  (Сплит система) Теплопроизводительность: N[2.65];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.794];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.734];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[704 x 185 x 260];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[710 x 293 x 450];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[49];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[4.4];  (Сплит система) Теплопроизводительность: N[4.7];  (Сплит система) Площадь помещения: N[30];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.962];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.953];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[825 x 196 x 293];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[25];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[732 x 330 x 341];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[15];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[6.3];  (Сплит система) Теплопроизводительность: N[7];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.501];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.393];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[982 x 221 x 311];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[26];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[802 x 350 x 366];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[56];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Electrolux];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[Да];  (Сплит система) Холодопроизводительность: N[5.3];  (Сплит система) Теплопроизводительность: N[5.65];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.355];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.34];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[972 x 225 x 300];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[34];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[732 x 330 x 550];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[56];  (Соединительные трубы) Жидкостная линия : N[];  (Соединительные трубы) Газовая линия : N[];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
